Unnamed: 0,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector,Cluster
581,It’s a case of Da’Jha vu as Da’Jha Johnson scores 29 points to rally Hillcrest past Oak Lawn. ‘Don’t give up.’,-0.146449710795423,Da'Jha Johnson scored 29 points Friday as Hillcrest rallied for a 58-55 win over host Oak Lawn in a South Suburban Conference crossover.,0.0739313659723848,Gregg Voss,-0.0210675416474259,4
582,"Photos: Northwestern 92, No. 1 Purdue 88 (OT)",-0.0033774317707866,"Photos from Northwestern's 92-88 victory against No. 1 Purdue on Friday, Dec. 1, 2023, at Welsh-Ryan Arena in Evanston.",0.0352296909841243,John Kim,-0.0282987779064569,1
583,"A Divorce With Apple, Internal Strife: How Goldman’s Main Street Bet Failed",-0.0165060360245661,"The Wall Street firm was looking to get out of consumer lending, once a big area of expansion. But Apple dumped it first.",0.0064880858408287,AnnaMaria Andriotis,0.0595559280354791,3
584,"Basketball scores for the Southland, Aurora, Elgin, Naperville and Lake County",-0.0405990630970336,"Results and highlights of high schools and local colleges from the Southland and Aurora, Elgin, Naperville and Lake County coverage areas.",0.1494011070753913,From Staff Reports,-0.0214512051898054,4
585,Explainer: Can technology solve the global climate crisis?,0.0058222739776283,Governments and investors are pouring billions of dollars into emerging technologies to combat global warming in long-shot bets that entrepreneurship can help lead the way to a climate-friendly world.,0.0576706207302777,Timothy Gardner,0.1154537254478782,0
586,"From Nicaragua with love. Elijah Allen, who doesn’t speak English, settles in for Bloom. ‘God sent him to us.’",-0.0032862993484741,Elijah Allen scored 11 points and had 10 rebounds Friday as Bloom knocked off Thornton for a 65-54 Southland Athletic Conference victory.,0.0385534932720474,Jeff Vorva,0.0248031117114351,1
587,US FDA gives second approval to Eli Lilly's drug for type of blood cancer,-0.0190113164717331,"Eli Lilly <a href=""https://www.reuters.com/markets/companies/LLY.N"" target=""_blank"">(LLY.N)</a> said on Friday the U.S. Food and Drug Administration (FDA) gave a second approval for its drug Jaypirca, which is used to treat a form of blood cancer.",0.1498333657436887,Reuters,-0.0061929539078846,4
588,"Chemicals being removed from Brighton Park migrant camp, environmental report says; city concludes site safe for habitation",-0.0663214949454413,A long-awaited environmental assessment on Mayor Brandon Johnson’s proposed tent camp for migrants has been released.,0.032479651417816,"Alice Yin, A.D. Quig",-0.0087572663323953,1
589,Elk Grove Village police shoot person while responding to report of man with knife,-0.0919669028371572,The Elk Grove Village police released few details regarding the shooting.,0.0573486800130922,Caroline Kubzansky,-0.0242296265787445,1
590,"Inmate who stabbed Derek Chauvin 22 times is charged with attempted murder, prosecutors say",-0.0147085737553425,"Derek Chauvin was stabbed in prison 22 times by a former gang leader and one-time FBI informant who told investigators he targeted the ex-Minneapolis police officer because of his notoriety for killing George Floyd, federal prosecutors said Friday.",0.0525493490858934,Michael R. Sisak and Michael Balsamo,0.048331462603528,3
591,"Man with gun, $60,000 worth of drugs arrested at contentious West Loop encampment, police say",-0.0471307875413913,The site of the arrest is at the center of a political fight between Ald. Bill Conway and Mayor Brandon Johnson's administration.,0.0538077714736573,Jake Sheridan,0.0464805277297273,3
592,Pharrell Williams Brings Louis Vuitton to Hong Kong for Fashion Show,-0.0250345777913025,"With a splashy fashion show in Hong Kong featuring Chinese A-listers, the brand is projecting confidence in one of the world’s largest markets for luxury goods",-0.0082371451862854,Nick Kostov,0.0605030489969067,3
593,"Denny Laine, founding member of the Moody Blues and Paul McCartney’s Wings, dead at 79",-0.0536449288047151,"Denny Laine, a British singer, songwriter and guitarist who performed in an early, pop-oriented version of the Moody Blues and was later Paul McCartney’s longtime sideman in the ex-Beatle’s solo band Wings, has died at age 79.",0.071872512329719,Associated Press Staff,-0.0089323458378203,4
594,Salesforce Tower opens at Chicago’s Wolf Point,0.0189739929255665,"Located along the Chicago River at the Wolf Point site near the Merchandise Mart, Salesforce Tower is one of the few major office buildings to be developed in the city during the pandemic.",0.0725606380146928,Robert Channick,0.0908737990248482,0
595,"Cuban Intel Recruits Driven by Ideology, Not Money...",-0.0079645377700217,Espionage case of former U.S. ambassador sheds light on officials-turned-spies swayed by sympathy for Cuba’s revolution,0.00560609792592,wsj,0.0105626923159434,1
596,Man gets new trial after being convicted of murder based on blind witness’s testimony,0.001371486694552,A Cook County judge has overturned the murder conviction of a man who was found guilty primarily based on the testimony of an eyewitness who turned out to be legally blind.,0.0783824961399659,Christy Gutowski,0.0329289551009424,3
597,"Driver involved in fatal Oak Lawn crash found guilty of traffic violation, sentenced $750 and community service",-0.0430402809433871,"Murod Kurdi's mother, Fadia Muhamad, has a wrongful death lawsuit pending in Cook County Circuit Court against the driver and the Oak Lawn bar where she was served.",0.1054926534707192,Hank Sanders,-0.0086617820197716,4
598,Baseball Hall of Fame to feature retired players in Memorial Day weekend tribute to Negro Leagues East-West All-Star Game,-0.0506620277501497,The Negro Leagues East-West All-Star Game began at Chicago’s Comiskey Park in September 1933. May's tribute game will coincide with the opening of the Hall’s “Souls of the Game: Voices of Black Baseball” exhibit.,0.1585910858739225,Ronald Blum,0.0583596496144309,2
599,Family members of incarcerated people call on State’s Attorney Kim Foxx to investigate convictions related to former CPD detective,-0.0873841658467426,Family members who say their loved ones were wrongfully convicted due to misconduct by a former Chicago Police detective on Tuesday called on Cook County State’s Attorney Kim Foxx to launch an investigation,0.2209056886931648,Madeline Buckley,0.0907058721641078,2
600,NCAA's Radical Proposal to Pay College Athletes...,-0.0217140018357895,"Amid pressure to modernize, NCAA President Charlie Baker outlines a new model where Division I schools could pay athletes through endorsements and educational trusts",0.1038954944524448,wsj,0.0419694686715956,4
601,UPDATE: Supreme Court Wary of Remaking Income Tax...,-0.0124906961864326,Justices hearing arguments over whether unrealized income could be taxed appear to shy away from broad ruling,0.056184637825936,wsj,0.061634648242034,3
602,"Park Ridge, Des Plaines teens killed in car crash near Southern Illinois University in Carbondale: police",-0.0392860062420368,Superintendent Ken Wallace led a moment of silence for 19-year-old Wolfgang “Wolf” Gustaveson.,0.0110259089997271,Richard Requena,0.0220194041176,1
603,How Long Can the ‘Magnificent Seven’ Stocks Hold the Line?,-0.0365414873813279,"With portfolios concentrated in a handful of expensive stocks, a few company-specific outcomes could have seismic consequences",0.0286177297675749,Jon Sindreu,0.0398556421860121,3
604,Boeing delivered 46 narrowbody 737s in November - sources,-0.0918673875858075,"Boeing <a href=""https://www.reuters.com/markets/companies/BA.N"" target=""_blank"">(BA.N)</a> delivered 46 narrowbody 737s in November, sources told Reuters on Tuesday.",0.0185464243404567,Reuters,-0.0386214746395126,1
605,Afternoon Briefing: Burger King exec back on stand in Burke trial,-0.0746933546051877,"Good afternoon, Chicago. Here's what is happening today.",0.0983206781966146,Chicago Tribune staff,0.0419626726070418,4
606,Wisconsin governor signs off on $500 million plan to fund repairs and upgrades at Brewers stadium,-0.0310139212524518,Wisconsin Gov. Tony Evers has signed a bill that spends half-a-billion in taxpayer dollars to help the Milwaukee Brewers cover stadium repairs over the next decade.,0.1293848901914316,Todd Richmond,0.0224068067036569,4
607,Trucking firm XPO to buy bankrupt Yellow's service centers for $870 mln,-0.0723549501999514,"Trucking company XPO Inc <a href=""https://www.reuters.com/markets/companies/XPO.N"" target=""_blank"">(XPO.N)</a> won a bid to buy 28 service centers of bankrupt Yellow Corp for $870 million in a closely watched auction of the nearly 100-year-old firm's assets.",0.0748066924134036,Reuters,0.0791128093842417,0
608,Lamborghini introduces four-day week for production workers,-0.0711722479900345,"Lamborghini has reached a deal with unions to introduce a four-day week for its production workers, the labour associations and the company said on Tuesday, as more manufacturing groups re-consider the structure of the work week for their employees.",0.0714508634118828,Reuters,0.0428785465774126,3
609,Cook County treasurer urges property owners to pay late taxes to avoid annual tax sale list,0.013879521866329,"The annual tax sale will occur Jan. 9-12 for properties with unpaid 2021 property taxes due in 2022, Cook County Treasurer Maria Pappas said in a statement.",0.1060710260644555,Deanese Williams-Harris,0.0875357397599145,0
610,Chicago State will join the Northeast Conference beginning in the 2024-25 academic year,-0.1086963966008625,Chicago State has a new conference home for its sports teams. The Cougars will join the Northeast Conference starting next fall as its eighth full member.,0.1094093392894137,Chicago Tribune staff,0.0831765419497969,0
611,Gov. J.B. Pritzker won’t proceed with Brighton Park migrant camp because of environmental concerns,-0.0283854680965305,"In a statement, Pritzker’s office said a Illinois Environmental Protection Agency review of the city’s environmental report released late Friday evening indicates “concerns related to insufficient soil sampling and remediation.”",0.0600777953986835,Alice Yin,0.0011085841688327,1
612,"Vera Klement, ‘uniquely Chicago artist,’ dies at 93",0.0270699842367321,"Vera Klement, a noted Chicago-based painter who produced both abstract expressionist and representational pieces and also sometimes mixed the two forms, has died.",0.0114730729692382,Bob Goldsborough,0.0742040140321478,3
613,"Lukas Reichel rejoins the Chicago Blackhawks lineup, but on the fourth line: ‘It’s a good wake-up call’",-0.0926282226573675,"Lukas Reichel was disappointed after getting healthy-scratched by the Chicago Blackhawks, but he’s ready to “get back to work.”",0.1148734787129797,Phil Thompson,0.0804367438249755,0
614,FTC Investigates Exxon’s $60 Billion Deal for Pioneer,-0.0434473022760357,Regulator asks the oil producers for more information about proposed merger,0.0396287773037329,Dave Michaels,0.0272447307943366,1
